ID_GRAFIC,LEVEL,TYPE,COLOR,STYLE,WEIGHT,HEIGHT,ORIENTX,ORIENTY,ORIENTZ,MAPX,MAPY,CODI_SIMB,MIDASX,MIDASY,FONT,JUSTIF,SIZE,NUM_C,TEXT,CAS,FONT_ENTIT,MAPX_1,MAPY_1,MAPZ
126,0,2,46,0,0,636.64,0.0,0.0,0.0,460123.23,4669455.22,COTA,0.001,0.0,34,1,5.0,5,636.6,COT01,/POSE/X0.00/Y-7.50/m,460123.23,4669455.22,636.64
127,0,2,46,0,0,661.13,0.0,0.0,0.0,460357.34,4669370.2,COTA,0.001,0.0,34,1,5.0,5,661.1,COT01,/POSE/X3.48/Y-7.50/m,460357.34,4669370.2,661.13
130,0,2,46,0,0,664.68,0.0,0.0,0.0,460412.35,4669233.74,COTA,0.001,0.0,34,1,5.0,5,664.7,COT01,/POSE/X0.00/Y-7.50/m,460412.35,4669233.74,664.68
134,0,2,46,0,0,660.62,0.0,0.0,0.0,460355.12,4669272.68,COTA,0.001,0.0,34,1,5.0,5,660.6,COT01,/POSE/X5.63/Y0.05/m,460355.12,4669272.68,660.62
142,0,2,46,0,0,613.7,0.0,0.0,0.0,459775.82,4669557.16,COTA,0.001,0.0,34,1,5.0,5,613.7,COT01,/POSE/X0.00/Y-7.50/m,459775.82,4669557.16,613.7
143,0,2,46,0,0,606.85,0.0,0.0,0.0,459743.64,4669456.85,COTA,0.001,0.0,34,1,5.0,5,606.9,COT01,/POSE/X1.84/Y-7.70/m,459743.64,4669456.85,606.85
146,0,2,46,0,0,598.3,0.0,0.0,0.0,459657.73,4669324.24,COTA,0.001,0.0,34,1,5.0,5,598.3,COT01,/POSE/X-9.73/Y-9.54/m,459657.73,4669324.24,598.3
149,0,2,46,0,0,600.99,0.0,0.0,0.0,459690.07,4669262.76,COTA,0.001,0.0,34,1,5.0,5,601.0,COT01,/POSE/X0.00/Y-7.50/m,459690.07,4669262.76,600.99
150,0,2,46,0,0,579.62,0.0,0.0,0.0,459464.91,4669272.15,COTA,0.001,0.0,34,1,5.0,5,579.6,COT01,/POSE/X0.00/Y-7.50/m,459464.91,4669272.15,579.62
151,0,2,46,0,0,605.22,0.0,0.0,0.0,459661.12,4669900.13,COTA,0.001,0.0,34,1,5.0,5,605.2,COT01,/POSE/X0.00/Y-7.50/m,459661.12,4669900.13,605.22
152,0,2,46,0,0,614.32,0.0,0.0,0.0,459819.46,4669324.18,COTA,0.001,0.0,34,1,5.0,5,614.3,COT01,/POSE/X0.00/Y-7.50/m,459819.46,4669324.18,614.32
153,0,2,46,0,0,619.55,0.0,0.0,0.0,459894.47,4669399.5,COTA,0.001,0.0,34,1,5.0,5,619.6,COT01,/POSE/X0.00/Y-7.50/m,459894.47,4669399.5,619.55
154,0,2,46,0,0,627.38,0.0,0.0,0.0,459983.81,4669503.69,COTA,0.001,0.0,34,1,5.0,5,627.4,COT01,/POSE/X0.00/Y-7.50/m,459983.81,4669503.69,627.38
157,0,2,46,0,0,623.45,0.0,0.0,0.0,459927.5,4669319.71,COTA,0.001,0.0,34,1,5.0,5,623.5,COT01,/POSE/X5.54/Y-2.70/m,459927.5,4669319.71,623.45
159,0,2,46,0,0,619.06,0.0,0.0,0.0,459876.87,4669181.19,COTA,0.001,0.0,34,1,5.0,5,619.1,COT01,/POSE/X5.41/Y2.50/m,459876.87,4669181.19,619.06
160,0,2,46,0,0,615.14,0.0,0.0,0.0,459802.95,4669168.89,COTA,0.001,0.0,34,1,5.0,5,615.1,COT01,/POSE/X2.52/Y4.33/m,459802.95,4669168.89,615.14
161,0,2,46,0,0,618.36,0.0,0.0,0.0,459876.23,4669211.52,COTA,0.001,0.0,34,1,5.0,5,618.4,COT01,/POSE/X4.60/Y-3.97/m,459876.23,4669211.52,618.36
166,0,2,46,0,0,602.95,0.0,0.0,0.0,459699.64,4669213.96,COTA,0.001,0.0,34,1,5.0,5,603.0,COT01,/POSE/X-12.54/Y-8.47/m,459699.64,4669213.96,602.95
167,0,2,46,0,0,602.45,0.0,0.0,0.0,459675.34,4669184.04,COTA,0.001,0.0,34,1,5.0,5,602.5,COT01,/POSE/X-18.35/Y-8.37/m,459675.34,4669184.04,602.45
176,0,2,46,0,0,648.39,0.0,0.0,0.0,460209.23,4669318.33,COTA,0.001,0.0,34,1,5.0,5,648.4,COT01,/POSE/X0.00/Y-7.50/m,460209.23,4669318.33,648.39
179,0,2,46,0,0,640.74,0.0,0.0,0.0,460131.24,4669156.15,COTA,0.001,0.0,34,1,5.0,5,640.7,COT01,/POSE/X0.00/Y-7.50/m,460131.24,4669156.15,640.74
180,0,2,46,0,0,633.08,0.0,0.0,0.0,460061.59,4669169.93,COTA,0.001,0.0,34,1,5.0,5,633.1,COT01,/POSE/X0.00/Y-7.50/m,460061.59,4669169.93,633.08
186,0,2,46,0,0,603.82,0.0,0.0,0.0,459677.62,4669028.67,COTA,0.001,0.0,34,1,5.0,5,603.8,COT01,/POSE/X-20.26/Y1.03/m,459677.62,4669028.67,603.82
187,0,2,46,0,0,609.23,0.0,0.0,0.0,459693.4,4668923.29,COTA,0.001,0.0,34,1,5.0,5,609.2,COT01,/POSE/X-17.91/Y-9.38/m,459693.4,4668923.29,609.23
188,0,2,46,0,0,619.27,0.0,0.0,0.0,459830.83,4668793.83,COTA,0.001,0.0,34,1,5.0,5,619.3,COT01,/POSE/X-4.87/Y-10.19/m,459830.83,4668793.83,619.27
189,0,2,46,0,0,607.73,0.0,0.0,0.0,459705.37,4668851.21,COTA,0.001,0.0,34,1,5.0,5,607.7,COT01,/POSE/X-2.17/Y-7.84/m,459705.37,4668851.21,607.73
190,0,2,46,0,0,586.08,0.0,0.0,0.0,459559.32,4668884.39,COTA,0.001,0.0,34,1,5.0,5,586.1,COT01,/POSE/X3.86/Y-5.51/m,459559.32,4668884.39,586.08
191,0,2,46,0,0,578.38,0.0,0.0,0.0,459502.21,4668931.55,COTA,0.001,0.0,34,1,5.0,5,578.4,COT01,/POSE/X-13.87/Y-11.48/m,459502.21,4668931.55,578.38
195,0,2,46,0,0,564.07,0.0,0.0,0.0,459411.35,4669088.83,COTA,0.001,0.0,34,1,5.0,5,564.1,COT01,/POSE/X-8.54/Y-8.78/m,459411.35,4669088.83,564.07
197,0,2,46,0,0,625.95,0.0,0.0,0.0,459945.58,4669114.59,COTA,0.001,0.0,34,1,5.0,5,626.0,COT01,/POSE/X0.00/Y-7.50/m,459945.58,4669114.59,625.95
200,0,2,46,0,0,605.23,0.0,0.0,0.0,459711.8,4669143.73,COTA,0.001,0.0,34,1,5.0,5,605.2,COT01,/POSE/X0.00/Y-7.50/m,459711.8,4669143.73,605.23
201,0,2,46,0,0,612.96,0.0,0.0,0.0,459775.24,4669056.81,COTA,0.001,0.0,34,1,5.0,5,613.0,COT01,/POSE/X0.00/Y-7.50/m,459775.24,4669056.81,612.96
202,0,2,46,0,0,627.02,0.0,0.0,0.0,459975.31,4669063.36,COTA,0.001,0.0,34,1,5.0,5,627.0,COT01,/POSE/X-7.01/Y-8.28/m,459975.31,4669063.36,627.02
203,0,2,46,0,0,625.22,0.0,0.0,0.0,459927.77,4668991.76,COTA,0.001,0.0,34,1,5.0,5,625.2,COT01,/POSE/X0.00/Y-7.50/m,459927.77,4668991.76,625.22
205,0,2,46,0,0,622.5,0.0,0.0,0.0,459856.29,4668827.94,COTA,0.001,0.0,34,1,5.0,5,622.5,COT01,/POSE/X-5.44/Y4.59/m,459856.29,4668827.94,622.5
206,0,2,46,0,0,613.18,0.0,0.0,0.0,459768.25,4668868.2,COTA,0.001,0.0,34,1,5.0,5,613.2,COT01,/POSE/X0.00/Y-7.50/m,459768.25,4668868.2,613.18
207,0,2,46,0,0,611.36,0.0,0.0,0.0,459742.59,4668915.97,COTA,0.001,0.0,34,1,5.0,5,611.4,COT01,/POSE/X0.00/Y-7.50/m,459742.59,4668915.97,611.36
216,0,2,46,0,0,631.51,0.0,0.0,0.0,460017.33,4668933.45,COTA,0.001,0.0,34,1,5.0,5,631.5,COT01,/POSE/X-18.62/Y1.64/m,460017.33,4668933.45,631.51
217,0,2,46,0,0,631.75,0.0,0.0,0.0,460058.85,4669032.73,COTA,0.001,0.0,34,1,5.0,5,631.8,COT01,/POSE/X0.00/Y-7.50/m,460058.85,4669032.73,631.75
219,0,2,46,0,0,647.22,0.0,0.0,0.0,460224.7,4669005.5,COTA,0.001,0.0,34,1,5.0,5,647.2,COT01,/POSE/X0.00/Y-7.50/m,460224.7,4669005.5,647.22
222,0,2,46,0,0,642.16,0.0,0.0,0.0,460132.2,4668873.79,COTA,0.001,0.0,34,1,5.0,5,642.2,COT01,/POSE/X-20.05/Y-0.79/m,460132.2,4668873.79,642.16
225,0,2,46,0,0,633.93,0.0,0.0,0.0,459964.81,4668609.73,COTA,0.001,0.0,34,1,5.0,5,633.9,COT01,/POSE/X4.62/Y0.01/m,459964.81,4668609.73,633.93
229,0,2,46,0,0,645.86,0.0,0.0,0.0,460175.99,4668697.57,COTA,0.001,0.0,34,1,5.0,5,645.9,COT01,/POSE/X0.00/Y-7.50/m,460175.99,4668697.57,645.86
230,0,2,46,0,0,648.58,0.0,0.0,0.0,460218.11,4668653.51,COTA,0.001,0.0,34,1,5.0,5,648.6,COT01,/POSE/X3.02/Y3.54/m,460218.11,4668653.51,648.58
232,0,2,46,0,0,646.62,0.0,0.0,0.0,460187.0,4668864.13,COTA,0.001,0.0,34,1,5.0,5,646.6,COT01,/POSE/X0.00/Y-7.50/m,460187.0,4668864.13,646.62
236,0,2,46,0,0,660.36,0.0,0.0,0.0,460490.17,4668767.33,COTA,0.001,0.0,34,1,5.0,5,660.4,COT01,/POSE/X0.00/Y-7.50/m,460490.17,4668767.33,660.36
241,0,2,46,0,0,662.14,0.0,0.0,0.0,460356.44,4669201.38,COTA,0.001,0.0,34,1,5.0,5,662.1,COT01,/POSE/X0.00/Y-7.50/m,460356.44,4669201.38,662.14
245,0,2,46,0,0,665.14,0.0,0.0,0.0,460441.88,4668935.73,COTA,0.001,0.0,34,1,5.0,5,665.1,COT01,/POSE/X-16.82/Y-8.83/m,460441.88,4668935.73,665.14
